"Legislation Number",URL,Congress,Title,"Amends Bill",Sponsor,"Date Offered","Date of Introduction","Number of Cosponsors","Date Submitted","Date Proposed",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject
"H.R. 1244",https://www.congress.gov/bill/118th-congress/house-bill/1244,"118th Congress (2023-2024)","The original legislation awarding a historic Congressional Gold Medal, collectively, to Africans and their descendants enslaved within our country from August 20, 1619, to December 6, 1865",,"Green, Al [Rep.-D-TX-9]",,02/28/2023,110,,,"House - Financial Services, House Administration, Budget","Referred to the Committee on Financial Services, and in addition to the Committees on House Administration, and the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",02/28/2023,"Sewell, Terri A. [Rep.-D-AL-7]","Gallego, Ruben [Rep.-D-AZ-3]","Grijalva, Raúl M. [Rep.-D-AZ-7]","Garamendi, John [Rep.-D-CA-8]","Lee, Barbara [Rep.-D-CA-12]","Brownley, Julia [Rep.-D-CA-26]","Cárdenas, Tony [Rep.-D-CA-29]","Schiff, Adam B. [Rep.-D-CA-30]","Napolitano, Grace F. [Rep.-D-CA-31]","Sherman, Brad [Rep.-D-CA-32]","Aguilar, Pete [Rep.-D-CA-33]","Gomez, Jimmy [Rep.-D-CA-34]","Lieu, Ted [Rep.-D-CA-36]","Kamlager-Dove, Sydney [Rep.-D-CA-37]","Takano, Mark [Rep.-D-CA-39]","Waters, Maxine [Rep.-D-CA-43]","Barragan, Nanette Diaz [Rep.-D-CA-44]","Porter, Katie [Rep.-D-CA-47]","Jacobs, Sara [Rep.-D-CA-51]","Vargas, Juan [Rep.-D-CA-52]","Neguse, Joe [Rep.-D-CO-2]","Norton, Eleanor Holmes [Del.-D-DC-At Large]","Blunt Rochester, Lisa [Rep.-D-DE-At Large]","Soto, Darren [Rep.-D-FL-9]","Frost, Maxwell [Rep.-D-FL-10]","Frankel, Lois [Rep.-D-FL-22]","Moskowitz, Jared [Rep.-D-FL-23]","Wilson, Frederica S. [Rep.-D-FL-24]","Wasserman Schultz, Debbie [Rep.-D-FL-25]","Bishop, Sanford D., Jr. [Rep.-D-GA-2]","Johnson, Henry C. ""Hank,"" Jr. [Rep.-D-GA-4]","Williams, Nikema [Rep.-D-GA-5]","McBath, Lucy [Rep.-D-GA-7]","Scott, David [Rep.-D-GA-13]","Jackson, Jonathan L. [Rep.-D-IL-1]","Kelly, Robin L. [Rep.-D-IL-2]","Garcia, Jesus G. ""Chuy"" [Rep.-D-IL-4]","Casten, Sean [Rep.-D-IL-6]","Davis, Danny K. [Rep.-D-IL-7]","Krishnamoorthi, Raja [Rep.-D-IL-8]","Schakowsky, Janice D. [Rep.-D-IL-9]","Carson, Andre [Rep.-D-IN-7]","Carter, Troy [Rep.-D-LA-2]","McGovern, James P. [Rep.-D-MA-2]","Trahan, Lori [Rep.-D-MA-3]","Moulton, Seth [Rep.-D-MA-6]","Pressley, Ayanna [Rep.-D-MA-7]","Lynch, Stephen F. [Rep.-D-MA-8]","Keating, William R. [Rep.-D-MA-9]","Ruppersberger, C. A. Dutch [Rep.-D-MD-2]","Sarbanes, John P. [Rep.-D-MD-3]","Ivey, Glenn [Rep.-D-MD-4]","Trone, David J. [Rep.-D-MD-6]","Mfume, Kweisi [Rep.-D-MD-7]","Dingell, Debbie [Rep.-D-MI-6]","Stevens, Haley M. [Rep.-D-MI-11]","Tlaib, Rashida [Rep.-D-MI-12]","McCollum, Betty [Rep.-D-MN-4]","Omar, Ilhan [Rep.-D-MN-5]","Bush, Cori [Rep.-D-MO-1]","Cleaver, Emanuel [Rep.-D-MO-5]","Thompson, Bennie G. [Rep.-D-MS-2]","Davis, Donald G. [Rep.-D-NC-1]","Ross, Deborah K. [Rep.-D-NC-2]","Foushee, Valerie P. [Rep.-D-NC-4]","Adams, Alma S. [Rep.-D-NC-12]","Kuster, Ann M. [Rep.-D-NH-2]","Gottheimer, Josh [Rep.-D-NJ-5]","Pallone, Frank, Jr. [Rep.-D-NJ-6]","Payne, Donald M., Jr. [Rep.-D-NJ-10]","Watson Coleman, Bonnie [Rep.-D-NJ-12]","Titus, Dina [Rep.-D-NV-1]","Horsford, Steven [Rep.-D-NV-4]","Meeks, Gregory W. [Rep.-D-NY-5]","Meng, Grace [Rep.-D-NY-6]","Velazquez, Nydia M. [Rep.-D-NY-7]","Clarke, Yvette D. [Rep.-D-NY-9]","Nadler, Jerrold [Rep.-D-NY-12]","Espaillat, Adriano [Rep.-D-NY-13]","Ocasio-Cortez, Alexandria [Rep.-D-NY-14]","Torres, Ritchie [Rep.-D-NY-15]","Bowman, Jamaal [Rep.-D-NY-16]","Tonko, Paul [Rep.-D-NY-20]","Beatty, Joyce [Rep.-D-OH-3]","Brown, Shontel M. [Rep.-D-OH-11]","Bonamici, Suzanne [Rep.-D-OR-1]","Blumenauer, Earl [Rep.-D-OR-3]","Boyle, Brendan F. [Rep.-D-PA-2]","Evans, Dwight [Rep.-D-PA-3]","Dean, Madeleine [Rep.-D-PA-4]","Scanlon, Mary Gay [Rep.-D-PA-5]","Cicilline, David N. [Rep.-D-RI-1]","Clyburn, James E. [Rep.-D-SC-6]","Cohen, Steve [Rep.-D-TN-9]","Fletcher, Lizzie [Rep.-D-TX-7]","Jackson Lee, Sheila [Rep.-D-TX-18]","Castro, Joaquin [Rep.-D-TX-20]","Garcia, Sylvia R. [Rep.-D-TX-29]","Crockett, Jasmine [Rep.-D-TX-30]","Allred, Colin Z. [Rep.-D-TX-32]","Veasey, Marc A. [Rep.-D-TX-33]","Gonzalez, Vicente [Rep.-D-TX-34]","Casar, Greg [Rep.-D-TX-35]","Doggett, Lloyd [Rep.-D-TX-37]","Connolly, Gerald E. [Rep.-D-VA-11]","Kilmer, Derek [Rep.-D-WA-6]","Jayapal, Pramila [Rep.-D-WA-7]","Strickland, Marilyn [Rep.-D-WA-10]","Pocan, Mark [Rep.-D-WI-2]","Moore, Gwen [Rep.-D-WI-4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1243",https://www.congress.gov/bill/118th-congress/house-bill/1243,"118th Congress (2023-2024)","Federal Agent Responsibility Act",,"Good, Bob [Rep.-R-VA-5]",,02/28/2023,0,,,"House - Judiciary","Referred to the House Committee on the Judiciary.",02/28/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crime and Law Enforcement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1242",https://www.congress.gov/bill/118th-congress/house-bill/1242,"118th Congress (2023-2024)","Military Support for Fighting Wildfires Act of 2023",,"Garamendi, John [Rep.-D-CA-8]",,02/28/2023,5,,,"House - Armed Services, Agriculture, Intelligence (Permanent Select), Transportation and Infrastructure, Natural Resources","Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management.",03/01/2023,"Panetta, Jimmy [Rep.-D-CA-19]","Carbajal, Salud O. [Rep.-D-CA-24]","Schiff, Adam B. [Rep.-D-CA-30]","Jacobs, Sara [Rep.-D-CA-51]","Scanlon, Mary Gay [Rep.-D-PA-5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Armed Forces and National Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1241",https://www.congress.gov/bill/118th-congress/house-bill/1241,"118th Congress (2023-2024)","Broadband Incentives for Communities Act",,"Fletcher, Lizzie [Rep.-D-TX-7]",,02/28/2023,0,,,"House - Energy and Commerce","Referred to the House Committee on Energy and Commerce.",02/28/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1240",https://www.congress.gov/bill/118th-congress/house-bill/1240,"118th Congress (2023-2024)","Winnebago Land Transfer Act of 2023",,"Feenstra, Randy [Rep.-R-IA-4]",,02/28/2023,5,,,"House - Natural Resources","Referred to the House Committee on Natural Resources.",02/28/2023,"Nunn, Zachary [Rep.-R-IA-3]","Davids, Sharice [Rep.-D-KS-3]","Flood, Mike [Rep.-R-NE-1]","Smith, Adrian [Rep.-R-NE-3]","Miller-Meeks, Mariannette [Rep.-R-IA-1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1239",https://www.congress.gov/bill/118th-congress/house-bill/1239,"118th Congress (2023-2024)","To designate the area between the intersections of 16th Street Northwest and Fuller Street Northwest and 16th Street Northwest and Euclid Street Northwest in Washington, District of Columbia, as ""Oswaldo Payá Way"".",,"Diaz-Balart, Mario [Rep.-R-FL-26]",,02/28/2023,4,,,"House - Oversight and Accountability","Referred to the House Committee on Oversight and Accountability.",02/28/2023,"Wasserman Schultz, Debbie [Rep.-D-FL-25]","Salazar, Maria Elvira [Rep.-R-FL-27]","Gimenez, Carlos A. [Rep.-R-FL-28]","Malliotakis, Nicole [Rep.-R-NY-11]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Government Operations and Politics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1238",https://www.congress.gov/bill/118th-congress/house-bill/1238,"118th Congress (2023-2024)","Decreasing Emergency Railroad Accident Instances Locally Act",,"Deluzio, Christopher R. [Rep.-D-PA-17]",,02/28/2023,27,,,"House - Transportation and Infrastructure","Referred to the Subcommittee on Railroads, Pipelines, and Hazardous Materials.",03/01/2023,"Garamendi, John [Rep.-D-CA-8]","Khanna, Ro [Rep.-D-CA-17]","Barragan, Nanette Diaz [Rep.-D-CA-44]","Moskowitz, Jared [Rep.-D-FL-23]","Tokuda, Jill N. [Rep.-D-HI-2]","Tlaib, Rashida [Rep.-D-MI-12]","Nickel, Wiley [Rep.-D-NC-13]","Bowman, Jamaal [Rep.-D-NY-16]","Ryan, Patrick [Rep.-D-NY-18]","Boyle, Brendan F. [Rep.-D-PA-2]","Lee, Summer L. [Rep.-D-PA-12]","Doggett, Lloyd [Rep.-D-TX-37]","Cartwright, Matt [Rep.-D-PA-8]","Pettersen, Brittany [Rep.-D-CO-7]","Sorensen, Eric [Rep.-D-IL-17]","Levin, Mike [Rep.-D-CA-49]","Norton, Eleanor Holmes [Del.-D-DC-At Large]","Hoyle, Val T. [Rep.-D-OR-4]","DeSaulnier, Mark [Rep.-D-CA-10]","Titus, Dina [Rep.-D-NV-1]","Dean, Madeleine [Rep.-D-PA-4]","Casar, Greg [Rep.-D-TX-35]","Evans, Dwight [Rep.-D-PA-3]","Moore, Gwen [Rep.-D-WI-4]","Sherman, Brad [Rep.-D-CA-32]","Green, Al [Rep.-D-TX-9]","McGovern, James P. [Rep.-D-MA-2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1237",https://www.congress.gov/bill/118th-congress/house-bill/1237,"118th Congress (2023-2024)","Sarah Keys Evans Congressional Gold Medal Act",,"Davis, Donald G. [Rep.-D-NC-1]",,02/28/2023,8,,,"House - Financial Services","Sponsor introductory remarks on measure. (CR H1133)",03/07/2023,"Norton, Eleanor Holmes [Del.-D-DC-At Large]","Johnson, Henry C. ""Hank,"" Jr. [Rep.-D-GA-4]","Carson, Andre [Rep.-D-IN-7]","Lynch, Stephen F. [Rep.-D-MA-8]","Tlaib, Rashida [Rep.-D-MI-12]","Ross, Deborah K. [Rep.-D-NC-2]","Nickel, Wiley [Rep.-D-NC-13]","Payne, Donald M., Jr. [Rep.-D-NJ-10]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1236",https://www.congress.gov/bill/118th-congress/house-bill/1236,"118th Congress (2023-2024)","Protect the West Act of 2023",,"Crow, Jason [Rep.-D-CO-6]",,02/28/2023,0,,,"House - Agriculture, Natural Resources","Referred to the Committee on Agriculture, and in addition to the Committee on Natural Resources, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",02/28/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1235",https://www.congress.gov/bill/118th-congress/house-bill/1235,"118th Congress (2023-2024)","Federal Firefighter Pay Equity Act",,"Connolly, Gerald E. [Rep.-D-VA-11]",,02/28/2023,8,,,"House - Oversight and Accountability","Referred to the House Committee on Oversight and Accountability.",02/28/2023,"Trone, David J. [Rep.-D-MD-6]","Norton, Eleanor Holmes [Del.-D-DC-At Large]","Tlaib, Rashida [Rep.-D-MI-12]","Garbarino, Andrew R. [Rep.-R-NY-2]","Pocan, Mark [Rep.-D-WI-2]","Porter, Katie [Rep.-D-CA-47]","Foster, Bill [Rep.-D-IL-11]","Houlahan, Chrissy [Rep.-D-PA-6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1234",https://www.congress.gov/bill/118th-congress/house-bill/1234,"118th Congress (2023-2024)","Can’t Cancel Your Own Debt Act of 2023",,"Cole, Tom [Rep.-R-OK-4]",,02/28/2023,17,,,"House - Education and the Workforce","Referred to the House Committee on Education and the Workforce.",02/28/2023,"Womack, Steve [Rep.-R-AR-3]","Calvert, Ken [Rep.-R-CA-41]","Hinson, Ashley [Rep.-R-IA-2]","Bost, Mike [Rep.-R-IL-12]","Guthrie, Brett [Rep.-R-KY-2]","Letlow, Julia [Rep.-R-LA-5]","Carey, Mike [Rep.-R-OH-15]","Bice, Stephanie I. [Rep.-R-OK-5]","Reschenthaler, Guy [Rep.-R-PA-14]","Norman, Ralph [Rep.-R-SC-5]","Johnson, Dusty [Rep.-R-SD-At Large]","Van Duyne, Beth [Rep.-R-TX-24]","Burgess, Michael C. [Rep.-R-TX-26]","Cloud, Michael [Rep.-R-TX-27]","Babin, Brian [Rep.-R-TX-36]","Moore, Barry [Rep.-R-AL-2]","Timmons, William R. IV [Rep.-R-SC-4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1233",https://www.congress.gov/bill/118th-congress/house-bill/1233,"118th Congress (2023-2024)","Cash Refunds for Flight Cancellations Act of 2023",,"Cohen, Steve [Rep.-D-TN-9]",,02/28/2023,13,,,"House - Transportation and Infrastructure, Financial Services","Referred to the Subcommittee on Aviation.",03/01/2023,"Raskin, Jamie [Rep.-D-MD-8]","Khanna, Ro [Rep.-D-CA-17]","Norton, Eleanor Holmes [Del.-D-DC-At Large]","Carson, Andre [Rep.-D-IN-7]","Lynch, Stephen F. [Rep.-D-MA-8]","Watson Coleman, Bonnie [Rep.-D-NJ-12]","Velazquez, Nydia M. [Rep.-D-NY-7]","Espaillat, Adriano [Rep.-D-NY-13]","Bonamici, Suzanne [Rep.-D-OR-1]","Chu, Judy [Rep.-D-CA-28]","Schakowsky, Janice D. [Rep.-D-IL-9]","Jayapal, Pramila [Rep.-D-WA-7]","Correa, J. Luis [Rep.-D-CA-46]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1232",https://www.congress.gov/bill/118th-congress/house-bill/1232,"118th Congress (2023-2024)","Fort Pillow National Battlefield Park Study Act",,"Cohen, Steve [Rep.-D-TN-9]",,02/28/2023,5,,,"House - Natural Resources","Referred to the House Committee on Natural Resources.",02/28/2023,"Norton, Eleanor Holmes [Del.-D-DC-At Large]","Jackson, Jonathan L. [Rep.-D-IL-1]","Kelly, Robin L. [Rep.-D-IL-2]","Raskin, Jamie [Rep.-D-MD-8]","Cartwright, Matt [Rep.-D-PA-8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1231",https://www.congress.gov/bill/118th-congress/house-bill/1231,"118th Congress (2023-2024)","SAFE TECH Act",,"Castor, Kathy [Rep.-D-FL-14]",,02/28/2023,2,,,"House - Energy and Commerce","Referred to the House Committee on Energy and Commerce.",02/28/2023,"Levin, Mike [Rep.-D-CA-49]","Higgins, Brian [Rep.-D-NY-26]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
