Bill Type,Congress,Number of Cosponsors,Cosponsor Dems,Cosponsor Reps,Cosponsor Ind,Cosponsor States,Committees,Latest Action,Subject,Sponsor Title,Sponsor Party,Sponsor State,Month Introduced,"Agriculture, Nutrition, and Forestry",Appropriations,Armed Services,"Banking, Housing, and Urban Affairs",Budget,"Commerce, Science, and Transportation",Energy and Natural Resources,Environment and Public Works,Finance,Foreign Relations,"Health, Education, Labor, and Pensions",Homeland Security and Governmental Affairs,Judiciary,Rules and Administration,Small Business and Entrepreneurship,Veterans Affairs,International Narcotics Control,Ethics,Indian Affairs,Intelligence,Printing,Taxation,Library,Economic,bill_passed,bill_referred_committee
S. ,113,1,1,0,0,1,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation. (text of measure as introduced: CR S471)",Administrative law and regulatory procedures,Sen.,D,CA,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,7,5,1,1,7,Senate - Judiciary,"Committee on the Judiciary Subcommittee on Antitrust, Competition Policy and Consumer Rights. Hearings held.",Administrative law and regulatory procedures,Sen.,D,MN,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,5,5,0,0,5,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Assault and harassment offenses,Sen.,D,NJ,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,14,13,0,1,11,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Athletes,Sen.,D,WA,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,36,20,15,1,27,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,Appropriations,Sen.,D,MI,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Energy and Natural Resources,Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held. With printed Hearing: S.Hrg. 113-27.,Historic sites and heritage areas,Sen.,D,PA,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,2,2,0,0,1,Senate - Finance,Read twice and referred to the Committee on Finance.,Advisory bodies,Sen.,D,FL,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,3,3,0,0,2,Senate - Energy and Natural Resources,Placed on Senate Legislative Calendar under General Orders. Calendar No. 51.,Indian lands and resources rights,Sen.,D,NM,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,8,7,1,0,7,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Administrative law and regulatory procedures,Sen.,D,MD,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Environment and Public Works,Placed on Senate Legislative Calendar under General Orders. Calendar No. 415.,California,Sen.,D,CA,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,1,1,0,0,1,Senate - Energy and Natural Resources,Placed on Senate Legislative Calendar under General Orders. Calendar No. 107.,California,Sen.,D,CA,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,13,13,0,0,10,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Employee leave,Sen.,D,MT,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,17,15,2,0,13,,Held at the desk.,Appropriations,Sen.,D,VT,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
S. ,113,1,1,0,0,1,Senate - Energy and Natural Resources,Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held. With printed Hearing: S.Hrg. 113-27.,California,Sen.,D,CA,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,0,0,0,0,0,House - Oversight and Government Reform | Senate - Homeland Security and Governmental Affairs,Referred to the House Committee on Oversight and Government Reform.,"Government buildings, facilities, and property",Sen.,D,NY,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,25,21,3,1,21,Senate - Armed Services,Read twice and referred to the Committee on Armed Services. (text of measure as introduced: CR S521-522),Armed Forces and National Security,Sen.,D,NV,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,28,23,5,0,25,Senate - Armed Services,Read twice and referred to the Committee on Armed Services.,Armed Forces and National Security,Sen.,D,MT,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Energy and Natural Resources,Placed on Senate Legislative Calendar under General Orders. Calendar No. 108.,New Mexico,Sen.,D,NM,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,1,1,0,0,1,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.","Agricultural prices, subsidies, credit",Sen.,D,CO,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",Administrative law and regulatory procedures,Sen.,D,MN,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",Commerce,Sen.,D,AK,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,3,3,0,0,2,"House - Natural Resources, Transportation and Infrastructure | Senate - Energy and Natural Resources","Referred to the Subcommittee on Fisheries, Wildlife, Oceans, and Insular Affairs.",Historic sites and heritage areas,Sen.,D,MD,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,2,1,1,0,2,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Agriculture and Food,Sen.,D,AK,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,24,23,0,1,18,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",Government corporations and government-sponsored enterprises,Sen.,D,NJ,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,2,0,2,0,2,Senate - Rules and Administration,Read twice and referred to the Committee on Rules and Administration.,Congress,Sen.,D,CO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,4,4,0,0,3,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Cardiovascular and respiratory health,Sen.,D,NJ,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,2,2,0,0,1,Senate - Energy and Natural Resources,Placed on Senate Legislative Calendar under General Orders. Calendar No. 173.,Lakes and rivers,Sen.,D,MT,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,1,0,1,0,1,"House - Natural Resources, Education and the Workforce | Senate - Energy and Natural Resources",Became Public Law No: 113-34.,Land transfers,Sen.,D,OR,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
S. ,113,0,0,0,0,0,Senate - Small Business and Entrepreneurship,Read twice and referred to the Committee on Small Business and Entrepreneurship.,Commerce,Sen.,D,NM,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Border security and unlawful immigration,Sen.,D,NY,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,5,5,0,0,4,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Crime and Law Enforcement,Sen.,D,CA,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Veterans' Affairs,Committee on Veterans' Affairs. Hearings held. Hearings printed: S.Hrg. 113-111.,Armed Forces and National Security,Sen.,D,IL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,24,20,4,0,19,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Administrative law and regulatory procedures,Sen.,D,MI,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.","Drug, alcohol, tobacco use",Sen.,D,RI,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Immigration,Sen.,D,OR,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,11,10,1,0,8,"Senate - Commerce, Science, and Transportation",Placed on Senate Legislative Calendar under General Orders. Calendar No. 291.,Administrative law and regulatory procedures,Sen.,D,WV,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,1,1,0,0,1,Senate - Finance,Read twice and referred to the Committee on Finance.,Accounting and auditing,Sen.,D,MI,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,12,11,1,0,9,"Senate - Commerce, Science, and Transportation",Placed on Senate Legislative Calendar under General Orders. Calendar No. 263.,Administrative law and regulatory procedures,Sen.,D,WV,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,1,1,0,0,1,Senate - Foreign Relations,Read twice and referred to the Committee on Foreign Relations.,Arctic Ocean,Sen.,D,AK,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Alaska,Sen.,D,AK,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",Alaska,Sen.,D,AK,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Advisory bodies,Sen.,D,NY,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,3,2,0,1,3,Senate - Finance,Read twice and referred to the Committee on Finance.,Accounting and auditing,Sen.,D,RI,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,7,6,0,1,7,Senate - Finance,Read twice and referred to the Committee on Finance.,Aviation and airports,Sen.,D,RI,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,9,7,2,0,6,Senate - Energy and Natural Resources,Committee on Energy and Natural Resources. Hearings held. Hearings printed: S.Hrg. 113-491.,Alternative and renewable resources,Sen.,D,MT,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,1,1,0,0,1,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Education,Sen.,D,AK,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,2,2,0,0,2,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Academic performance and assessments,Sen.,D,AK,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Energy and Natural Resources,Placed on Senate Legislative Calendar under General Orders. Calendar No. 110.,Land transfers,Sen.,D,NM,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,1,1,0,0,1,Senate - Energy and Natural Resources,Placed on Senate Legislative Calendar under General Orders. Calendar No. 174.,"Forests, forestry, trees",Sen.,D,NM,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,2,1,1,0,2,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",Administrative remedies,Sen.,D,RI,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,6,4,2,0,5,House - Veterans' Affairs | Senate - Veterans' Affairs,Referred to the Subcommittee on Health.,Armed Forces and National Security,Sen.,D,AK,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,4,4,0,0,4,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",Education,Sen.,D,LA,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,12,10,1,1,12,Senate - Small Business and Entrepreneurship,Placed on Senate Legislative Calendar under General Orders. Calendar No. 167.,Commerce,Sen.,D,LA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S. ,113,5,4,1,0,4,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",Appropriations,Sen.,D,RI,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,4,3,1,0,4,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs. (text of measure as introduced: CR S790)",Consumer affairs,Sen.,D,RI,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,28,25,2,1,22,Senate - Veterans' Affairs,Committee on Veterans' Affairs. Hearings held. Hearings printed: S.Hrg. 113-111.,Armed Forces and National Security,Sen.,D,MT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,0,0,0,0,0,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Administrative remedies,Sen.,D,NJ,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,30,27,1,2,20,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary. (text of measure as introduced: CR S710-712),Citizenship and naturalization,Sen.,D,VT,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,9,6,3,0,8,House - Foreign Affairs | Senate - Foreign Relations,Referred to the House Committee on Foreign Affairs.,Alliances,Sen.,D,NJ,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,17,17,0,0,14,Senate - Finance,Read twice and referred to the Committee on Finance.,Budget deficits and national debt,Sen.,D,NJ,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,2,2,0,0,2,Senate - Finance,Read twice and referred to the Committee on Finance.,Census and government statistics,Sen.,D,AK,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,83,48,34,1,48,"Senate - Banking, Housing, and Urban Affairs",Became Public Law No: 113-108.,Aviation and airports,Sen.,D,IA,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
S. ,113,0,0,0,0,0,House - Natural Resources | Senate - Energy and Natural Resources,"Placed on the Union Calendar, Calendar No. 539.",Government studies and investigations,Sen.,D,LA,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,1,1,0,0,1,Senate - Energy and Natural Resources,Placed on Senate Legislative Calendar under General Orders. Calendar No. 112.,"Forests, forestry, trees",Sen.,D,NM,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,78,47,29,2,46,Senate - Finance,Read twice and referred to the Committee on Finance.,"Bank accounts, deposits, capital",Sen.,D,PA,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,11,11,0,0,10,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Advisory bodies,Sen.,D,NJ,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,29,21,6,2,22,"Senate - Health, Education, Labor, and Pensions",Placed on Senate Legislative Calendar under General Orders. Calendar No. 478.,Cardiovascular and respiratory health,Sen.,D,MN,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,13,12,0,1,12,Senate - Finance,Read twice and referred to the Committee on Finance.,Budget deficits and national debt,Sen.,D,RI,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,4,4,0,0,3,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Child health,Sen.,D,WA,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,18,14,3,1,16,Senate - Finance,Read twice and referred to the Committee on Finance. (text of measure as introduced: CR S715),Digestive and metabolic diseases,Sen.,D,IL,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Finance,Read twice and referred to the Committee on Finance.,Health,Sen.,D,NY,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,14,13,1,0,14,Senate - Veterans' Affairs,Committee on Veterans' Affairs. Hearings held. Hearings printed: S.Hrg. 113-203.,Armed Forces and National Security,Sen.,D,MT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,11,10,1,0,9,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Academic performance and assessments,Sen.,D,CA,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,15,9,6,0,15,"House - Energy and Commerce, Judiciary | Senate - Health, Education, Labor, and Pensions",Became Public Law No: 113-51.,Administrative law and regulatory procedures,Sen.,D,CA,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
S. ,113,1,0,1,0,1,Senate - Energy and Natural Resources,Read twice and referred to the Committee on Energy and Natural Resources.,Historic sites and heritage areas,Sen.,D,OH,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,12,11,0,1,10,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Civil actions and liability,Sen.,D,NJ,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.","Agricultural prices, subsidies, credit",Sen.,D,MO,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,Buy American requirements,Sen.,D,OR,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,10,10,0,0,8,Senate - Finance,Read twice and referred to the Committee on Finance.,Business investment and capital,Sen.,D,MI,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,43,39,2,2,29,Senate - Energy and Natural Resources,Read twice and referred to the Committee on Energy and Natural Resources.,Government trust funds,Sen.,D,MT,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Energy and Natural Resources,Placed on Senate Legislative Calendar under General Orders. Calendar No. 177.,Colorado,Sen.,D,CO,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,1,0,1,0,1,Senate - Energy and Natural Resources,Placed on Senate Legislative Calendar under General Orders. Calendar No. 113.,"Forests, forestry, trees",Sen.,D,NV,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,1,0,1,0,1,Senate - Energy and Natural Resources,"Committee on Energy and Natural Resources Subcommittee on Public Lands, Forests, and Mining. Hearings held. With printed Hearing: S.Hrg. 113-85.","Environmental assessment, monitoring, research",Sen.,D,NV,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,18,6,12,0,15,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Agricultural marketing and promotion,Sen.,D,NH,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,19,15,4,0,17,Senate - Armed Services,Read twice and referred to the Committee on Armed Services.,Armed Forces and National Security,Sen.,D,MT,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Energy and Natural Resources,Placed on Senate Legislative Calendar under General Orders. Calendar No. 58.,Delaware,Sen.,D,DE,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,4,4,0,0,3,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Administrative law and regulatory procedures,Sen.,D,WV,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,3,3,0,0,2,Senate - Energy and Natural Resources,Placed on Senate Legislative Calendar under General Orders. Calendar No. 114.,Connecticut,Sen.,D,RI,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,1,1,0,0,1,House - Natural Resources | Senate - Energy and Natural Resources,Referred to the Subcommittee on Public Lands and Environmental Regulation.,Lakes and rivers,Sen.,D,OR,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,1,1,0,0,1,Senate - Energy and Natural Resources,Placed on Senate Legislative Calendar under General Orders. Calendar No. 178.,Dams and canals,Sen.,D,OR,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,1,1,0,0,1,House - Natural Resources | Senate - Energy and Natural Resources,Reported by the Committee on Natural Resources. H. Rept. 113-713.,Lakes and rivers,Sen.,D,OR,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,3,1,2,0,2,Senate - Finance,Read twice and referred to the Committee on Finance.,"Competitiveness, trade promotion, trade deficits",Sen.,D,OR,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,28,21,7,0,22,Senate - Judiciary,Placed on Senate Legislative Calendar under General Orders. Calendar No. 194.,Advisory bodies,Sen.,D,MD,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,8,8,0,0,8,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Education,Sen.,D,MN,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,5,2,2,1,4,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary. (text of measure as introduced in Senate: CR S784),Crime and Law Enforcement,Sen.,D,OR,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,10,10,0,0,7,Senate - Energy and Natural Resources,Placed on Senate Legislative Calendar under General Orders. Calendar No. 179.,Building construction,Sen.,D,NM,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,1,1,0,0,1,Senate - Energy and Natural Resources,Read twice and referred to the Committee on Energy and Natural Resources.,Alternative and renewable resources,Sen.,D,MT,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,5,2,3,0,3,House - Natural Resources | Senate - Energy and Natural Resources,"Placed on the Union Calendar, Calendar No. 540.",Administrative remedies,Sen.,D,OR,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
