"Downloaded on",03/18/2023,"10:12:28 EDT"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A%22118%22%2C%22type%22%3A%5B%22bills%22%2C%22joint-resolutions%22%5D%2C%22bill-status%22%3A%5B%22introduced%22%2C%22committee%22%2C%22floor%22%5D%7D&pageSize=100&page=25

"Legislation Number",URL,Congress,Title,"Amends Bill",Sponsor,"Date Offered","Date of Introduction","Number of Cosponsors","Date Submitted","Date Proposed",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Latest Summary"
"H.R. 1301",https://www.congress.gov/bill/118th-congress/house-bill/1301,"118th Congress (2023-2024)","To suspend the enforcement of certain civil liabilities of Federal employees and contractors during a lapse in appropriations, or during a breach of the statutory debt limit, and for other purposes.",,"Kilmer, Derek [Rep.-D-WA-6]",,03/01/2023,2,,,"House - Oversight and Accountability, Financial Services, Ways and Means, Judiciary, Education and the Workforce, House Administration","Referred to the Committee on Oversight and Accountability, and in addition to the Committees on Financial Services, Ways and Means, the Judiciary, Education and the Workforce, and House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",03/01/2023,"Boyle, Brendan F. [Rep.-D-PA-2]","Connolly, Gerald E. [Rep.-D-VA-11]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1300",https://www.congress.gov/bill/118th-congress/house-bill/1300,"118th Congress (2023-2024)","IRS Whistleblower Program Improvement Act of 2023",,"Kelly, Mike [Rep.-R-PA-16]",,03/01/2023,0,,,"House - Ways and Means, Budget","Referred to the Committee on Ways and Means, and in addition to the Committee on the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",03/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1299",https://www.congress.gov/bill/118th-congress/house-bill/1299,"118th Congress (2023-2024)","Heroes of the Warsaw Ghetto Congressional Gold Medal Act",,"Keating, William R. [Rep.-D-MA-9]",,03/01/2023,21,,,"House - Financial Services","Referred to the House Committee on Financial Services.",03/01/2023,"Kaptur, Marcy [Rep.-D-OH-9]","Smith, Christopher H. [Rep.-R-NJ-4]","Turner, Michael R. [Rep.-R-OH-10]","Cicilline, David N. [Rep.-D-RI-1]","Dean, Madeleine [Rep.-D-PA-4]","Moskowitz, Jared [Rep.-D-FL-23]","Ross, Deborah K. [Rep.-D-NC-2]","Lee, Barbara [Rep.-D-CA-12]","Cartwright, Matt [Rep.-D-PA-8]","Stevens, Haley M. [Rep.-D-MI-11]","LaMalfa, Doug [Rep.-R-CA-1]","Norton, Eleanor Holmes [Del.-D-DC-At Large]","Payne, Donald M., Jr. [Rep.-D-NJ-10]","Titus, Dina [Rep.-D-NV-1]","Cohen, Steve [Rep.-D-TN-9]","Sherman, Brad [Rep.-D-CA-32]","Lamborn, Doug [Rep.-R-CO-5]","McGovern, James P. [Rep.-D-MA-2]","Himes, James A. [Rep.-D-CT-4]","Granger, Kay [Rep.-R-TX-12]","Kim, Andy [Rep.-D-NJ-3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1298",https://www.congress.gov/bill/118th-congress/house-bill/1298,"118th Congress (2023-2024)","United States Foundation for International Conservation Act of 2023",,"Joyce, David P. [Rep.-R-OH-14]",,03/01/2023,3,,,"House - Foreign Affairs","Referred to the House Committee on Foreign Affairs.",03/01/2023,"McCollum, Betty [Rep.-D-MN-4]","Stewart, Chris [Rep.-R-UT-2]","Cuellar, Henry [Rep.-D-TX-28]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1297",https://www.congress.gov/bill/118th-congress/house-bill/1297,"118th Congress (2023-2024)","To amend title 10, United States Code, to prohibit the Secretary of Defense from paying or reimbursing expenses relating to abortion services, and for other purposes.",,"Jackson, Ronny [Rep.-R-TX-13]",,03/01/2023,45,,,"House - Armed Services","Referred to the House Committee on Armed Services.",03/01/2023,"Ellzey, Jake [Rep.-R-TX-6]","Moolenaar, John R. [Rep.-R-MI-2]","Weber, Randy K., Sr. [Rep.-R-TX-14]","Boebert, Lauren [Rep.-R-CO-3]","Sessions, Pete [Rep.-R-TX-17]","Babin, Brian [Rep.-R-TX-36]","Clyde, Andrew S. [Rep.-R-GA-9]","Mann, Tracey [Rep.-R-KS-1]","Mast, Brian J. [Rep.-R-FL-21]","Van Duyne, Beth [Rep.-R-TX-24]","Gooden, Lance [Rep.-R-TX-5]","Good, Bob [Rep.-R-VA-5]","Estes, Ron [Rep.-R-KS-4]","Miller, Mary E. [Rep.-R-IL-15]","Bishop, Dan [Rep.-R-NC-8]","Norman, Ralph [Rep.-R-SC-5]","Westerman, Bruce [Rep.-R-AR-4]","Ogles, Andrew [Rep.-R-TN-5]","Higgins, Clay [Rep.-R-LA-3]","Gosar, Paul A. [Rep.-R-AZ-9]","Rutherford, John H. [Rep.-R-FL-5]","Brecheen, Josh [Rep.-R-OK-2]","Pfluger, August [Rep.-R-TX-11]","Steube, W. Gregory [Rep.-R-FL-17]","Posey, Bill [Rep.-R-FL-8]","Grothman, Glenn [Rep.-R-WI-6]","Banks, Jim [Rep.-R-IN-3]","Roy, Chip [Rep.-R-TX-21]","Fallon, Pat [Rep.-R-TX-4]","Wittman, Robert J. [Rep.-R-VA-1]","Johnson, Mike [Rep.-R-LA-4]","Waltz, Michael [Rep.-R-FL-6]","Lamborn, Doug [Rep.-R-CO-5]","McCormick, Richard [Rep.-R-GA-6]","Finstad, Brad [Rep.-R-MN-1]","Alford, Mark [Rep.-R-MO-4]","Wenstrup, Brad R. [Rep.-R-OH-2]","Smith, Christopher H. [Rep.-R-NJ-4]","Duncan, Jeff [Rep.-R-SC-3]","Moore, Barry [Rep.-R-AL-2]","Crane, Elijah [Rep.-R-AZ-2]","Barr, Andy [Rep.-R-KY-6]","Green, Mark E. [Rep.-R-TN-7]","Bilirakis, Gus M. [Rep.-R-FL-12]","Franklin, C. Scott [Rep.-R-FL-18]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1296",https://www.congress.gov/bill/118th-congress/house-bill/1296,"118th Congress (2023-2024)","Restoration of Employment Choice for Adults with Disabilities Act",,"Grothman, Glenn [Rep.-R-WI-6]",,03/01/2023,1,,,"House - Education and the Workforce","Referred to the House Committee on Education and the Workforce.",03/01/2023,"Miller, Mary E. [Rep.-R-IL-15]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1295",https://www.congress.gov/bill/118th-congress/house-bill/1295,"118th Congress (2023-2024)","Early Voting Act",,"Goldman, Daniel S. [Rep.-D-NY-10]",,03/01/2023,0,,,"House - House Administration","Referred to the House Committee on House Administration.",03/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1294",https://www.congress.gov/bill/118th-congress/house-bill/1294,"118th Congress (2023-2024)","To amend title XXXIII of the Public Health Service Act with respect to flexibility and funding for the World Trade Center Health Program.",,"Garbarino, Andrew R. [Rep.-R-NY-2]",,03/01/2023,33,,,"House - Energy and Commerce","Referred to the House Committee on Energy and Commerce.",03/01/2023,"Stefanik, Elise M. [Rep.-R-NY-21]","Tonko, Paul [Rep.-D-NY-20]","Langworthy, Nicholas A. [Rep.-R-NY-23]","Tenney, Claudia [Rep.-R-NY-24]","Morelle, Joseph D. [Rep.-D-NY-25]","Higgins, Brian [Rep.-D-NY-26]","Payne, Donald M., Jr. [Rep.-D-NJ-10]","Larson, John B. [Rep.-D-CT-1]","Norton, Eleanor Holmes [Del.-D-DC-At Large]","Watson Coleman, Bonnie [Rep.-D-NJ-12]","Gottheimer, Josh [Rep.-D-NJ-5]","Schakowsky, Janice D. [Rep.-D-IL-9]","Pascrell, Bill, Jr. [Rep.-D-NJ-9]","Casten, Sean [Rep.-D-IL-6]","Barragan, Nanette Diaz [Rep.-D-CA-44]","Molinaro, Marcus J. [Rep.-R-NY-19]","Ryan, Patrick [Rep.-D-NY-18]","Lawler, Michael [Rep.-R-NY-17]","Torres, Ritchie [Rep.-D-NY-15]","Espaillat, Adriano [Rep.-D-NY-13]","Malliotakis, Nicole [Rep.-R-NY-11]","Clarke, Yvette D. [Rep.-D-NY-9]","Velazquez, Nydia M. [Rep.-D-NY-7]","Meng, Grace [Rep.-D-NY-6]","Meeks, Gregory W. [Rep.-D-NY-5]","LaLota, Nick [Rep.-R-NY-1]","Goldman, Daniel S. [Rep.-D-NY-10]","D'Esposito, Anthony [Rep.-R-NY-4]","Nadler, Jerrold [Rep.-D-NY-12]","Williams, Brandon [Rep.-R-NY-22]","Ocasio-Cortez, Alexandria [Rep.-D-NY-14]","Landsman, Greg [Rep.-D-OH-1]","Sherrill, Mikie [Rep.-D-NJ-11]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1293",https://www.congress.gov/bill/118th-congress/house-bill/1293,"118th Congress (2023-2024)","To improve the safety of the air supply on aircraft, and for other purposes.",,"Garamendi, John [Rep.-D-CA-8]",,03/01/2023,15,,,"House - Transportation and Infrastructure","Referred to the Subcommittee on Aviation.",03/02/2023,"Fitzpatrick, Brian K. [Rep.-R-PA-1]","Stanton, Greg [Rep.-D-AZ-4]","Brownley, Julia [Rep.-D-CA-26]","Sherman, Brad [Rep.-D-CA-32]","Barragan, Nanette Diaz [Rep.-D-CA-44]","Kuster, Ann M. [Rep.-D-NH-2]","Smith, Christopher H. [Rep.-R-NJ-4]","Titus, Dina [Rep.-D-NV-1]","Scanlon, Mary Gay [Rep.-D-PA-5]","Cartwright, Matt [Rep.-D-PA-8]","Connolly, Gerald E. [Rep.-D-VA-11]","DelBene, Suzan K. [Rep.-D-WA-1]","Neguse, Joe [Rep.-D-CO-2]","Garcia, Jesus G. ""Chuy"" [Rep.-D-IL-4]","DeSaulnier, Mark [Rep.-D-CA-10]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1292",https://www.congress.gov/bill/118th-congress/house-bill/1292,"118th Congress (2023-2024)","To require Federal law enforcement agencies to report on cases of missing or murdered Indians, and for other purposes.",,"Gallego, Ruben [Rep.-D-AZ-3]",,03/01/2023,3,,,"House - Judiciary, Energy and Commerce, Natural Resources, Oversight and Accountability","Referred to the Committee on the Judiciary, and in addition to the Committees on Energy and Commerce, Natural Resources, and Oversight and Accountability, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",03/01/2023,"Davids, Sharice [Rep.-D-KS-3]","Newhouse, Dan [Rep.-R-WA-4]","Cole, Tom [Rep.-R-OK-4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1291",https://www.congress.gov/bill/118th-congress/house-bill/1291,"118th Congress (2023-2024)","To amend the Controlled Substances Act to list fentanyl-related substances as schedule I controlled substances.",,"Fitzgerald, Scott [Rep.-R-WI-5]",,03/01/2023,7,,,"House - Energy and Commerce, Judiciary","Referred to the Committee on Energy and Commerce, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",03/01/2023,"Hinson, Ashley [Rep.-R-IA-2]","Mills, Cory [Rep.-R-FL-7]","Malliotakis, Nicole [Rep.-R-NY-11]","Tiffany, Thomas P. [Rep.-R-WI-7]","Chavez-DeRemer, Lori [Rep.-R-OR-5]","Green, Mark E. [Rep.-R-TN-7]","Fischbach, Michelle [Rep.-R-MN-7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1290",https://www.congress.gov/bill/118th-congress/house-bill/1290,"118th Congress (2023-2024)","To amend the Food, Conservation, and Energy Act of 2008 to clarify propane storage as an eligible use for funds provided under the storage facility loan program, and for other purposes.",,"Finstad, Brad [Rep.-R-MN-1]",,03/01/2023,1,,,"House - Agriculture","Referred to the House Committee on Agriculture.",03/01/2023,"Costa, Jim [Rep.-D-CA-21]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1289",https://www.congress.gov/bill/118th-congress/house-bill/1289,"118th Congress (2023-2024)","To require that any debt limit increase or suspension be balanced by equal spending cuts over the next decade.",,"Feenstra, Randy [Rep.-R-IA-4]",,03/01/2023,0,,,"House - Ways and Means, Rules, Budget","Referred to the Committee on Ways and Means, and in addition to the Committees on Rules, and the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",03/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1288",https://www.congress.gov/bill/118th-congress/house-bill/1288,"118th Congress (2023-2024)","To amend the Chemical and Biological Weapons Control and Warfare Elimination Act of 1991 to impose sanctions against governments of foreign states that engage in an act or acts of gross negligence with respect to state owned, operated, or directed chemical or biological programs.",,"Feenstra, Randy [Rep.-R-IA-4]",,03/01/2023,2,,,"House - Foreign Affairs, Financial Services, Oversight and Accountability","Referred to the Committee on Foreign Affairs, and in addition to the Committees on Financial Services, and Oversight and Accountability, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",03/01/2023,"LaMalfa, Doug [Rep.-R-CA-1]","Guest, Michael [Rep.-R-MS-3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1287",https://www.congress.gov/bill/118th-congress/house-bill/1287,"118th Congress (2023-2024)","Cattle Price Discovery and Transparency Act of 2023",,"Feenstra, Randy [Rep.-R-IA-4]",,03/01/2023,2,,,"House - Agriculture","Referred to the House Committee on Agriculture.",03/01/2023,"Miller-Meeks, Mariannette [Rep.-R-IA-1]","Levin, Mike [Rep.-D-CA-49]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1286",https://www.congress.gov/bill/118th-congress/house-bill/1286,"118th Congress (2023-2024)","Lone Star Reimbursement Act",,"Fallon, Pat [Rep.-R-TX-4]",,03/01/2023,7,,,"House - Armed Services, Homeland Security, Judiciary","Referred to the Committee on Armed Services, and in addition to the Committees on Homeland Security, and the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",03/01/2023,"Ellzey, Jake [Rep.-R-TX-6]","Gooden, Lance [Rep.-R-TX-5]","Weber, Randy K., Sr. [Rep.-R-TX-14]","Hunt, Wesley [Rep.-R-TX-38]","Jackson, Ronny [Rep.-R-TX-13]","Self, Keith [Rep.-R-TX-3]","Pfluger, August [Rep.-R-TX-11]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
