Legislation Number,URL,Congress,Title,Amends Bill,Sponsor,Date Offered,Date of Introduction,Number of Cosponsors,Date Submitted,Date Proposed,Committees,Latest Action,Latest Action Date,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject
S. 746,https://www.congress.gov/bill/114th-congress/senate-bill/746,114th Congress (2015-2016),Accelerating the End of Breast Cancer Act of 2015,,"Grassley, Chuck [Sen.-R-IA]",,3/16/15,53,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",3/16/15,"Scott, Tim [Sen.-R-SC]","Heinrich, Martin [Sen.-D-NM]","Cantwell, Maria [Sen.-D-WA]","Schatz, Brian [Sen.-D-HI]","Heitkamp, Heidi [Sen.-D-ND]","Hirono, Mazie K. [Sen.-D-HI]","Rubio, Marco [Sen.-R-FL]","Vitter, David [Sen.-R-LA]","Nelson, Bill [Sen.-D-FL]","Tester, Jon [Sen.-D-MT]","Udall, Tom [Sen.-D-NM]","Collins, Susan M. [Sen.-R-ME]","Reed, Jack [Sen.-D-RI]","Brown, Sherrod [Sen.-D-OH]","Casey, Robert P., Jr. [Sen.-D-PA]","Whitehouse, Sheldon [Sen.-D-RI]","Franken, Al [Sen.-D-MN]","Heller, Dean [Sen.-R-NV]","Capito, Shelley Moore [Sen.-R-WV]","Ayotte, Kelly [Sen.-R-NH]","Shaheen, Jeanne [Sen.-D-NH]","Klobuchar, Amy [Sen.-D-MN]","Warner, Mark R. [Sen.-D-VA]","King, Angus S., Jr. [Sen.-I-ME]","Merkley, Jeff [Sen.-D-OR]","Coons, Christopher A. [Sen.-D-DE]","Kirk, Mark Steven [Sen.-R-IL]","Baldwin, Tammy [Sen.-D-WI]","Warren, Elizabeth [Sen.-D-MA]","Leahy, Patrick J. [Sen.-D-VT]","Boxer, Barbara [Sen.-D-CA]","Durbin, Richard J. [Sen.-D-IL]","Schumer, Charles E. [Sen.-D-NY]","Stabenow, Debbie [Sen.-D-MI]","Gillibrand, Kirsten E. [Sen.-D-NY]","Blumenthal, Richard [Sen.-D-CT]","Kaine, Tim [Sen.-D-VA]","Markey, Edward J. [Sen.-D-MA]","Feinstein, Dianne [Sen.-D-CA]","Carper, Thomas R. [Sen.-D-DE]","Murphy, Christopher [Sen.-D-CT]","Menendez, Robert [Sen.-D-NJ]","Cardin, Benjamin L. [Sen.-D-MD]","Peters, Gary C. [Sen.-D-MI]","Blunt, Roy [Sen.-R-MO]","Murkowski, Lisa [Sen.-R-AK]","Sanders, Bernard [Sen.-I-VT]","Mikulski, Barbara A. [Sen.-D-MD]","Bennet, Michael F. [Sen.-D-CO]","Graham, Lindsey [Sen.-R-SC]","Booker, Cory A. [Sen.-D-NJ]","Sullivan, Dan [Sen.-R-AK]","Ernst, Joni [Sen.-R-IA]",,,,,,,,,,,,,,,,,,,,,,Health programs administration and funding,Health,Cancer,Advisory bodies,Women's health,Medical research,Health promotion and preventive care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 748,https://www.congress.gov/bill/114th-congress/senate-bill/748,114th Congress (2015-2016),Amnesty Bonuses Elimination Act,,"Sasse, Ben [Sen.-R-NE]",,3/16/15,6,,,Senate - Finance,Read twice and referred to the Committee on Finance.,3/16/15,"Sessions, Jeff [Sen.-R-AL]","Vitter, David [Sen.-R-LA]","Lee, Mike [Sen.-R-UT]","Cruz, Ted [Sen.-R-TX]","Cotton, Tom [Sen.-R-AR]","Perdue, David [Sen.-R-GA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social security and elderly assistance,Social Welfare,Immigration status and procedures,Border security and unlawful immigration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 749,https://www.congress.gov/bill/114th-congress/senate-bill/749,114th Congress (2015-2016),Honest Scoring Act of 2015,,"Portman, Rob [Sen.-R-OH]",,3/17/15,0,,,Senate - Budget,Read twice and referred to the Committee on the Budget.,3/17/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Senate,Legislative rules and procedure,Economic performance and conditions,Congressional oversight,Budget process,Economics and Public Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 750,https://www.congress.gov/bill/114th-congress/senate-bill/750,114th Congress (2015-2016),Arizona Borderlands Protection and Preservation Act,,"McCain, John [Sen.-R-AZ]",,3/17/15,1,,,Senate - Homeland Security and Governmental Affairs,Placed on Senate Legislative Calendar under General Orders. Calendar No. 243.,10/1/15,"Flake, Jeff [Sen.-R-AZ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arizona,Latin America,Law enforcement administration and funding,Texas,Law enforcement officers,Land use and conservation,Mexico,Historical and cultural resources,Department of Homeland Security,Customs enforcement,California,Border security and unlawful immigration,New Mexico,Immigration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 751,https://www.congress.gov/bill/114th-congress/senate-bill/751,114th Congress (2015-2016),CASE Act,,"Thune, John [Sen.-R-SD]",,3/17/15,27,,,Senate - Environment and Public Works,Committee on Environment and Public Works. Hearings held. Hearings printed: S.Hrg. 114-47.,6/3/15,"Hatch, Orrin G. [Sen.-R-UT]","McConnell, Mitch [Sen.-R-KY]","Coats, Daniel [Sen.-R-IN]","Inhofe, James M. [Sen.-R-OK]","Enzi, Michael B. [Sen.-R-WY]","Cornyn, John [Sen.-R-TX]","Murkowski, Lisa [Sen.-R-AK]","Vitter, David [Sen.-R-LA]","Isakson, Johnny [Sen.-R-GA]","Wicker, Roger F. [Sen.-R-MS]","Manchin, Joe, III [Sen.-D-WV]","Blunt, Roy [Sen.-R-MO]","Boozman, John [Sen.-R-AR]","Fischer, Deb [Sen.-R-NE]","Flake, Jeff [Sen.-R-AZ]","Scott, Tim [Sen.-R-SC]","Capito, Shelley Moore [Sen.-R-WV]","Cassidy, Bill [Sen.-R-LA]","Cotton, Tom [Sen.-R-AR]","Perdue, David [Sen.-R-GA]","Barrasso, John [Sen.-R-WY]","Cruz, Ted [Sen.-R-TX]","Roberts, Pat [Sen.-R-KS]","Sessions, Jeff [Sen.-R-AL]","Alexander, Lamar [Sen.-R-TN]","Johnson, Ron [Sen.-R-WI]","Rounds, Mike [Sen.-R-SD]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental regulatory procedures,Environmental Protection,Environmental Protection Agency (EPA),Air quality,Administrative law and regulatory procedures,"Environmental assessment, monitoring, research",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 752,https://www.congress.gov/bill/114th-congress/senate-bill/752,114th Congress (2015-2016),A bill to establish a scorekeeping rule to ensure that increases in guarantee fees of Fannie Mae and Freddie Mac shall not be used to offset provisions that increase the deficit.,,"Crapo, Mike [Sen.-R-ID]",,3/17/15,13,,,Senate - Budget,Read twice and referred to the Committee on the Budget.,3/17/15,"Moran, Jerry [Sen.-R-KS]","Heller, Dean [Sen.-R-NV]","Donnelly, Joe [Sen.-D-IN]","Heitkamp, Heidi [Sen.-D-ND]","Scott, Tim [Sen.-R-SC]","Ayotte, Kelly [Sen.-R-NH]","Isakson, Johnny [Sen.-R-GA]","Shelby, Richard C. [Sen.-R-AL]","Vitter, David [Sen.-R-LA]","Corker, Bob [Sen.-R-TN]","Tester, Jon [Sen.-D-MT]","Warner, Mark R. [Sen.-D-VA]","Kirk, Mark Steven [Sen.-R-IL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housing and Community Development,Housing finance and home ownership,Budget deficits and national debt,Government corporations and government-sponsored enterprises,Legislative rules and procedure,Government lending and loan guarantees,User charges and fees,Senate,Budget process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 754,https://www.congress.gov/bill/114th-congress/senate-bill/754,114th Congress (2015-2016),"To improve cybersecurity in the United States through enhanced sharing of information about cybersecurity threats, and for other purposes.",,"Burr, Richard [Sen.-R-NC]",,3/17/15,0,,,Senate - Intelligence (Select),Held at the desk.,10/28/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Criminal investigation, prosecution, interrogation",Department of Defense,Department of Homeland Security,Department of Justice,Director of National Intelligence,Federal preemption,First Amendment rights,Fraud offenses and financial crimes,Government information and archives,Government Operations and Politics,Violent crime,Government studies and investigations,Intellectual property,"Intelligence activities, surveillance, classified information",Internet and video services,"Military procurement, research, weapons development",Public contracts and procurement,Right of privacy,State and local government operations,Terrorism,Trade secrets and economic espionage,Administrative law and regulatory procedures,Civil actions and liability,Competition and antitrust,Computer security and identity theft,Computers and information technology,Congressional oversight,Crimes against children,"Internet, web applications, social media",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 755,https://www.congress.gov/bill/114th-congress/senate-bill/755,114th Congress (2015-2016),Tennessee Wilderness Act,,"Alexander, Lamar [Sen.-R-TN]",,3/17/15,1,,,"Senate - Agriculture, Nutrition, and Forestry","Committee on Agriculture, Nutrition, and Forestry. Hearings held.",7/16/15,"Corker, Bob [Sen.-R-TN]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tennessee,Public Lands and Natural Resources,"Forests, forestry, trees","Wilderness and natural areas, wildlife refuges, wild rivers, habitats",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 760,https://www.congress.gov/bill/114th-congress/senate-bill/760,114th Congress (2015-2016),Federal Communications Commission Collaboration Act of 2015,,"Heller, Dean [Sen.-R-NV]",,3/17/15,1,,,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",3/17/15,"Klobuchar, Amy [Sen.-D-MN]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Science, Technology, Communications",Public participation and lobbying,Lawyers and legal services,Internet and video services,Government information and archives,Federal Communications Commission (FCC),"Broadcasting, cable, digital technologies",Administrative law and regulatory procedures,"Internet, web applications, social media",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 762,https://www.congress.gov/bill/114th-congress/senate-bill/762,114th Congress (2015-2016),Innovation in Surface Transportation Act of 2015,,"Wicker, Roger F. [Sen.-R-MS]",,3/17/15,3,,,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,3/17/15,"Murkowski, Lisa [Sen.-R-AK]","Casey, Robert P., Jr. [Sen.-D-PA]","Booker, Cory A. [Sen.-D-NJ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Railroads,Transportation programs funding,Pedestrians and bicycling,Government information and archives,Public transit,Transportation safety and security,Air quality,Economic development,Roads and highways,Rural conditions and development,State and local government operations,Transportation and Public Works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 764,https://www.congress.gov/bill/114th-congress/senate-bill/764,114th Congress (2015-2016),"A bill to reauthorize and amend the National Sea Grant College Program Act, and for other purposes.",,"Wicker, Roger F. [Sen.-R-MS]",,3/17/15,1,,,"House - Natural Resources | Senate - Commerce, Science, and Transportation",Became Public Law No: 114-216.,7/29/16,"Sullivan, Dan [Sen.-R-AK]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sex and reproductive health,Small business,"Social work, volunteer service, charitable organizations",State and local government operations,Abortion,Administrative law and regulatory procedures,Advisory bodies,Aquaculture,Aquatic ecology,Business records,Congressional committees,Congressional officers and employees,Congressional oversight,Consumer affairs,Student aid and college costs,Women's health,Agricultural practices and innovations,Agricultural research,Agriculture and Food,Department of Agriculture,Department of Commerce,Education programs funding,Executive agency funding and structure,Family planning and birth control,Federal preemption,Food industry and services,"Food supply, safety, and labeling",Genetics,"Government employee pay, benefits, personnel management",Government studies and investigations,Great Lakes,Health facilities and institutions,Health programs administration and funding,Higher education,"Marine and coastal resources, fisheries",Marine and inland water transportation,Research administration and funding,Science and engineering education,Seafood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 765,https://www.congress.gov/bill/114th-congress/senate-bill/765,114th Congress (2015-2016),A bill to appropriately determine the budgetary effects of energy savings performance contracts and utility energy service contracts.,,"Portman, Rob [Sen.-R-OH]",,3/17/15,1,,,Senate - Budget,Read twice and referred to the Committee on the Budget.,3/17/15,"Gardner, Cory [Sen.-R-CO]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Budget process,Budget deficits and national debt,Energy,Energy efficiency and conservation,Public utilities and utility rates,Legislative rules and procedure,Public contracts and procurement,Senate,"Government buildings, facilities, and property",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 766,https://www.congress.gov/bill/114th-congress/senate-bill/766,114th Congress (2015-2016),Driver Privacy Act of 2015,,"Hoeven, John [Sen.-R-ND]",,3/17/15,3,,,"Senate - Commerce, Science, and Transportation",Placed on Senate Legislative Calendar under General Orders. Calendar No. 239.,9/28/15,"Klobuchar, Amy [Sen.-D-MN]","King, Angus S., Jr. [Sen.-I-ME]","Boozman, John [Sen.-R-AR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation safety and security,Transportation and Public Works,Right of privacy,Motor vehicles,Government studies and investigations,Department of Transportation,Administrative law and regulatory procedures,Congressional oversight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 767,https://www.congress.gov/bill/114th-congress/senate-bill/767,114th Congress (2015-2016),Let Seniors Work Act of 2015,,"Rubio, Marco [Sen.-R-FL]",,3/17/15,0,,,Senate - Finance,Read twice and referred to the Committee on Finance.,3/17/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Welfare,Social security and elderly assistance,Employment taxes,Wages and earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 768,https://www.congress.gov/bill/114th-congress/senate-bill/768,114th Congress (2015-2016),Steve Gleason Act of 2015,,"Vitter, David [Sen.-R-LA]",,3/18/15,6,,,Senate - Finance,Read twice and referred to the Committee on Finance.,3/18/15,"Grassley, Chuck [Sen.-R-IA]","Collins, Susan M. [Sen.-R-ME]","Murkowski, Lisa [Sen.-R-AK]","Klobuchar, Amy [Sen.-D-MN]","Kirk, Mark Steven [Sen.-R-IL]","King, Angus S., Jr. [Sen.-I-ME]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health care coverage and access,Neurological disorders,Medicare,"Hearing, speech, and vision care","Health technology, devices, supplies",Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 769,https://www.congress.gov/bill/114th-congress/senate-bill/769,114th Congress (2015-2016),"Track, Railroad, and Infrastructure Network Act",,"Blunt, Roy [Sen.-R-MO]",,3/18/15,3,,,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",3/18/15,"Thune, John [Sen.-R-SD]","Manchin, Joe, III [Sen.-D-WV]","Heller, Dean [Sen.-R-NV]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Land use and conservation,Roads and highways,Transportation and Public Works,Railroads,Historic sites and heritage areas,"Environmental assessment, monitoring, research",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
