Legislation Number,URL,Congress,Title,Amends Bill,Sponsor,Date Offered,Date of Introduction,Number of Cosponsors,Date Submitted,Date Proposed,Committees,Latest Action,Latest Action Date,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject
S. 618,https://www.congress.gov/bill/117th-congress/senate-bill/618,117th Congress (2021-2022),Universal Giving Pandemic Response and Recovery Act,,"Lankford, James [Sen.-R-OK]",,3/9/21,18,,,Senate - Finance,Read twice and referred to the Committee on Finance.,3/9/21,"Casey, Robert P., Jr. [Sen.-D-PA]","Warnock, Raphael G. [Sen.-D-GA]","Collins, Susan M. [Sen.-R-ME]","Klobuchar, Amy [Sen.-D-MN]","Shaheen, Jeanne [Sen.-D-NH]","Coons, Christopher A. [Sen.-D-DE]","Lee, Mike [Sen.-R-UT]","Scott, Tim [Sen.-R-SC]","Cortez Masto, Catherine [Sen.-D-NV]","Inhofe, James M. [Sen.-R-OK]","Blunt, Roy [Sen.-R-MO]","Rubio, Marco [Sen.-R-FL]","Hoeven, John [Sen.-R-ND]","Stabenow, Debbie [Sen.-D-MI]","Peters, Gary C. [Sen.-D-MI]","Hassan, Margaret Wood [Sen.-D-NH]","Brown, Sherrod [Sen.-D-OH]","Boozman, John [Sen.-R-AR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxation,"Tax administration and collection, taxpayers",Charitable contributions,Income tax deductions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 619,https://www.congress.gov/bill/117th-congress/senate-bill/619,117th Congress (2021-2022),Defending Our Defenders Act,,"Cotton, Tom [Sen.-R-AR]",,3/9/21,0,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,3/9/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crime and Law Enforcement,Political movements and philosophies,Terrorism,Violent crime,Law enforcement officers,Assault and harassment offenses,Crime victims,Criminal procedure and sentencing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 620,https://www.congress.gov/bill/117th-congress/senate-bill/620,117th Congress (2021-2022),KEEP Telehealth Options Act of 2021,,"Fischer, Deb [Sen.-R-NE]",,3/9/21,1,,,Senate - Finance,Read twice and referred to the Committee on Finance.,3/9/21,"Rosen, Jacky [Sen.-D-NV]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government studies and investigations,Medicaid,Medicare,"Health technology, devices, supplies",Cardiovascular and respiratory health,Rural conditions and development,Infectious and parasitic diseases,Internet and video services,Minority health,Fraud offenses and financial crimes,Health care costs and insurance,Government information and archives,Child health,Emergency medical services and trauma care,Health care coverage and access,Aging,Congressional oversight,Health,Mental health,Poverty and welfare assistance,"Internet, web applications, social media",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 621,https://www.congress.gov/bill/117th-congress/senate-bill/621,117th Congress (2021-2022),Significant Transnational Criminal Organization Designation Act,,"Cotton, Tom [Sen.-R-AR]",,3/9/21,4,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,3/9/21,"Graham, Lindsey [Sen.-R-SC]","Sasse, Ben [Sen.-R-NE]","Blackburn, Marsha [Sen.-R-TN]","Hawley, Josh [Sen.-R-MO]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immigration,Immigration status and procedures,Judicial review and appeals,Organized crime,Civil actions and liability,Judicial procedure and administration,Criminal justice information and records,Evidence and witnesses,"Criminal investigation, prosecution, interrogation",Violent crime,Foreign property,Government information and archives,Congressional oversight,"Bank accounts, deposits, capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 623,https://www.congress.gov/bill/117th-congress/senate-bill/623,117th Congress (2021-2022),Sunshine Protection Act of 2021,,"Rubio, Marco [Sen.-R-FL]",,3/9/21,18,,,"Senate - Commerce, Science, and Transportation",Held at the desk.,3/16/22,"Paul, Rand [Sen.-R-KY]","Wyden, Ron [Sen.-D-OR]","Whitehouse, Sheldon [Sen.-D-RI]","Blunt, Roy [Sen.-R-MO]","Markey, Edward J. [Sen.-D-MA]","Lankford, James [Sen.-R-OK]","Hyde-Smith, Cindy [Sen.-R-MS]","Scott, Rick [Sen.-R-FL]","Hagerty, Bill [Sen.-R-TN]","Inhofe, James M. [Sen.-R-OK]","Murray, Patty [Sen.-D-WA]","Blackburn, Marsha [Sen.-R-TN]","Padilla, Alex [Sen.-D-CA]","Heinrich, Martin [Sen.-D-NM]","Toomey, Patrick [Sen.-R-PA]","Feinstein, Dianne [Sen.-D-CA]","Tuberville, Tommy [Sen.-R-AL]","Booker, Cory A. [Sen.-D-NJ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Science, Technology, Communications",State and local government operations,Time and calendar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 626,https://www.congress.gov/bill/117th-congress/senate-bill/626,117th Congress (2021-2022),Lacey Act Amendments of 2021,,"Rubio, Marco [Sen.-R-FL]",,3/9/21,1,,,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,3/9/21,"Schatz, Brian [Sen.-D-HI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Administrative law and regulatory procedures,Agricultural conservation and pollution,Wildlife conservation and habitat protection,Ecology,"Forests, forestry, trees",Horticulture and plants,Trade restrictions,Department of the Interior,Crime and Law Enforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 628,https://www.congress.gov/bill/117th-congress/senate-bill/628,117th Congress (2021-2022),Guidance Out Of Darkness Act,,"Johnson, Ron [Sen.-R-WI]",,3/9/21,13,,,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,3/9/21,"Graham, Lindsey [Sen.-R-SC]","Inhofe, James M. [Sen.-R-OK]","Lee, Mike [Sen.-R-UT]","Cornyn, John [Sen.-R-TX]","Paul, Rand [Sen.-R-KY]","Cruz, Ted [Sen.-R-TX]","Ernst, Joni [Sen.-R-IA]","Lankford, James [Sen.-R-OK]","Tillis, Thomas [Sen.-R-NC]","Braun, Mike [Sen.-R-IN]","Cramer, Kevin [Sen.-R-ND]","Hagerty, Bill [Sen.-R-TN]","Lummis, Cynthia M. [Sen.-R-WY]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government Operations and Politics,Government information and archives,Administrative law and regulatory procedures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 629,https://www.congress.gov/bill/117th-congress/senate-bill/629,117th Congress (2021-2022),GAO Database Modernization Act of 2021,,"Scott, Rick [Sen.-R-FL]",,3/9/21,1,,,Senate - Homeland Security and Governmental Affairs,Message on Senate action sent to the House.,5/31/22,"Peters, Gary C. [Sen.-D-MI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government Operations and Politics,Congressional oversight,Government information and archives,Administrative law and regulatory procedures,Government studies and investigations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 633,https://www.congress.gov/bill/117th-congress/senate-bill/633,117th Congress (2021-2022),One Agency Act,,"Lee, Mike [Sen.-R-UT]",,3/9/21,1,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,3/9/21,"Tillis, Thomas [Sen.-R-NC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commerce,Federal Communications Commission (FCC),Licensing and registrations,State and local government operations,"Government employee pay, benefits, personnel management",Department of Justice,Competition and antitrust,"Criminal investigation, prosecution, interrogation",Consumer affairs,Civil actions and liability,Government studies and investigations,Federal Trade Commission (FTC),Executive agency funding and structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 634,https://www.congress.gov/bill/117th-congress/senate-bill/634,117th Congress (2021-2022),Girls LEAD Act,,"Collins, Susan M. [Sen.-R-ME]",,3/9/21,21,,,Senate - Foreign Relations,Read twice and referred to the Committee on Foreign Relations.,3/9/21,"Cortez Masto, Catherine [Sen.-D-NV]","Cardin, Benjamin L. [Sen.-D-MD]","Sullivan, Dan [Sen.-R-AK]","Van Hollen, Chris [Sen.-D-MD]","Capito, Shelley Moore [Sen.-R-WV]","Rosen, Jacky [Sen.-D-NV]","Portman, Rob [Sen.-R-OH]","Padilla, Alex [Sen.-D-CA]","Kaine, Tim [Sen.-D-VA]","Feinstein, Dianne [Sen.-D-CA]","Ernst, Joni [Sen.-R-IA]","Rubio, Marco [Sen.-R-FL]","Blumenthal, Richard [Sen.-D-CT]","Peters, Gary C. [Sen.-D-MI]","Durbin, Richard J. [Sen.-D-IL]","Brown, Sherrod [Sen.-D-OH]","Sinema, Kyrsten [Sen.-D-AZ]","Kelly, Mark [Sen.-D-AZ]","Markey, Edward J. [Sen.-D-MA]","Hassan, Margaret Wood [Sen.-D-NH]","Stabenow, Debbie [Sen.-D-MI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIV/AIDS,World health,Public participation and lobbying,Racial and ethnic relations,Religion,Government information and archives,Child care and development,Crimes against women,"Sovereignty, recognition, national governance and status",Child safety and welfare,Foreign aid and international relief,Elementary and secondary education,"Sex, gender, sexual orientation discrimination",Rule of law and government transparency,Marriage and family status,Human rights,International Affairs,Nutrition and diet,Performance measurement,Child health,Congressional oversight,Women's rights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 636,https://www.congress.gov/bill/117th-congress/senate-bill/636,117th Congress (2021-2022),Billion Dollar Boondoggle Act of 2021,,"Ernst, Joni [Sen.-R-IA]",,3/9/21,6,,,Senate - Homeland Security and Governmental Affairs,Placed on Senate Legislative Calendar under General Orders. Calendar No. 56.,5/10/21,"Blackburn, Marsha [Sen.-R-TN]","Peters, Gary C. [Sen.-D-MI]","Braun, Mike [Sen.-R-IN]","Lankford, James [Sen.-R-OK]","Scott, Rick [Sen.-R-FL]","Hassan, Margaret Wood [Sen.-D-NH]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government information and archives,Inflation and prices,Budget process,Public contracts and procurement,Congressional oversight,Government Operations and Politics,Executive agency funding and structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 653,https://www.congress.gov/bill/117th-congress/senate-bill/653,117th Congress (2021-2022),COMP Act,,"Portman, Rob [Sen.-R-OH]",,3/10/21,1,,,Senate - Finance,Read twice and referred to the Committee on Finance.,3/10/21,"Cardin, Benjamin L. [Sen.-D-MD]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Employee benefits and pensions,Medicare,State and local finance,Health care costs and insurance,Worker safety and health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 654,https://www.congress.gov/bill/117th-congress/senate-bill/654,117th Congress (2021-2022),Blue Ridge National Heritage Area Reauthorization Act of 2021,,"Burr, Richard [Sen.-R-NC]",,3/10/21,1,,,Senate - Energy and Natural Resources,Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held.,10/6/21,"Tillis, Thomas [Sen.-R-NC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Lands and Natural Resources,"Forests, forestry, trees","Parks, recreation areas, trails",Historic sites and heritage areas,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 656,https://www.congress.gov/bill/117th-congress/senate-bill/656,117th Congress (2021-2022),Child Welfare Provider Inclusion Act of 2021,,"Scott, Tim [Sen.-R-SC]",,3/10/21,25,,,Senate - Finance,Read twice and referred to the Committee on Finance.,3/10/21,"Boozman, John [Sen.-R-AR]","Inhofe, James M. [Sen.-R-OK]","Cornyn, John [Sen.-R-TX]","Wicker, Roger F. [Sen.-R-MS]","Risch, James E. [Sen.-R-ID]","Blunt, Roy [Sen.-R-MO]","Lee, Mike [Sen.-R-UT]","Cruz, Ted [Sen.-R-TX]","Cassidy, Bill [Sen.-R-LA]","Cotton, Tom [Sen.-R-AR]","Daines, Steve [Sen.-R-MT]","Ernst, Joni [Sen.-R-IA]","Lankford, James [Sen.-R-OK]","Sasse, Ben [Sen.-R-NE]","Tillis, Thomas [Sen.-R-NC]","Kennedy, John [Sen.-R-LA]","Hyde-Smith, Cindy [Sen.-R-MS]","Blackburn, Marsha [Sen.-R-TN]","Braun, Mike [Sen.-R-IN]","Cramer, Kevin [Sen.-R-ND]","Hawley, Josh [Sen.-R-MO]","Scott, Rick [Sen.-R-FL]","Hagerty, Bill [Sen.-R-TN]","Marshall, Roger [Sen.-R-KS]","Hoeven, John [Sen.-R-ND]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Welfare,Adoption and foster care,Administrative remedies,Civil actions and liability,Poverty and welfare assistance,Child safety and welfare,Religion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 657,https://www.congress.gov/bill/117th-congress/senate-bill/657,117th Congress (2021-2022),"A bill to modify the presumption of service connection for veterans who were exposed to herbicide agents while serving in the Armed Forces in Thailand during the Vietnam era, and for other purposes.",,"Boozman, John [Sen.-R-AR]",,3/10/21,21,,,Senate - Veterans' Affairs,Committee on Veterans' Affairs. Hearings held.,4/28/21,"Crapo, Mike [Sen.-R-ID]","Wyden, Ron [Sen.-D-OR]","Tester, Jon [Sen.-D-MT]","Gillibrand, Kirsten E. [Sen.-D-NY]","Portman, Rob [Sen.-R-OH]","Warren, Elizabeth [Sen.-D-MA]","Hassan, Margaret Wood [Sen.-D-NH]","Braun, Mike [Sen.-R-IN]","Markey, Edward J. [Sen.-D-MA]","Sullivan, Dan [Sen.-R-AK]","Peters, Gary C. [Sen.-D-MI]","Warnock, Raphael G. [Sen.-D-GA]","Tillis, Thomas [Sen.-R-NC]","Rosen, Jacky [Sen.-D-NV]","Baldwin, Tammy [Sen.-D-WI]","Cortez Masto, Catherine [Sen.-D-NV]","Booker, Cory A. [Sen.-D-NJ]","Feinstein, Dianne [Sen.-D-CA]","Coons, Christopher A. [Sen.-D-DE]","Brown, Sherrod [Sen.-D-OH]","Stabenow, Debbie [Sen.-D-MI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armed Forces and National Security,Disability assistance,Veterans' pensions and compensation,Veterans' medical care,Thailand,Conflicts and wars,Asia,Hazardous wastes and toxic substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 658,https://www.congress.gov/bill/117th-congress/senate-bill/658,117th Congress (2021-2022),National Cybersecurity Preparedness Consortium Act of 2021,,"Cornyn, John [Sen.-R-TX]",,3/10/21,3,,,House - Homeland Security | Senate - Homeland Security and Governmental Affairs,Became Public Law No: 117-122.,5/12/22,"Cruz, Ted [Sen.-R-TX]","Leahy, Patrick J. [Sen.-D-VT]","Boozman, John [Sen.-R-AR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Science, Technology, Communications",First responders and emergency personnel,Emergency planning and evacuation,Public-private cooperation,Department of Homeland Security,Terrorism,State and local government operations,Computer security and identity theft,Homeland security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
