Legislation Number,URL,Congress,Title,Amends Bill,Sponsor,Date Offered,Date of Introduction,Number of Cosponsors,Date Submitted,Date Proposed,Committees,Latest Action,Latest Action Date,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject
S. 1225,https://www.congress.gov/bill/117th-congress/senate-bill/1225,117th Congress (2021-2022),Standardization of Collegiate Oversight of Revenues and Expenditures Act,,"Murphy, Christopher [Sen.-D-CT]",,4/20/21,0,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",4/20/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education,Government lending and loan guarantees,Accounting and auditing,Student aid and college costs,Government information and archives,Education programs funding,Advisory bodies,Sports and recreation facilities,School athletics,Athletes,Higher education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1226,https://www.congress.gov/bill/117th-congress/senate-bill/1226,117th Congress (2021-2022),"A bill to designate the United States courthouse located at 1501 North 6th Street in Harrisburg, Pennsylvania, as the ""Sylvia H. Rambo United States Courthouse"", and for other purposes.",,"Casey, Robert P., Jr. [Sen.-D-PA]",,4/20/21,1,,,Senate - Environment and Public Works,Became Public Law No: 117-119.,5/10/22,"Toomey, Patrick [Sen.-R-PA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government Operations and Politics,Judges,"Government buildings, facilities, and property",Pennsylvania,Congressional tributes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1229,https://www.congress.gov/bill/117th-congress/senate-bill/1229,117th Congress (2021-2022),SOAR Act,,"Heinrich, Martin [Sen.-D-NM]",,4/20/21,14,,,Senate - Energy and Natural Resources,Committee on Energy and Natural Resources. Hearings held.,12/2/21,"Daines, Steve [Sen.-R-MT]","King, Angus S., Jr. [Sen.-I-ME]","Collins, Susan M. [Sen.-R-ME]","Wyden, Ron [Sen.-D-OR]","Murray, Patty [Sen.-D-WA]","Sinema, Kyrsten [Sen.-D-AZ]","Bennet, Michael F. [Sen.-D-CO]","Crapo, Mike [Sen.-R-ID]","Rounds, Mike [Sen.-R-SD]","Burr, Richard [Sen.-R-NC]","Cortez Masto, Catherine [Sen.-D-NV]","Risch, James E. [Sen.-R-ID]","Capito, Shelley Moore [Sen.-R-WV]","Tester, Jon [Sen.-D-MT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Lands and Natural Resources,Motor vehicles,Department of Agriculture,Department of the Interior,"Environmental assessment, monitoring, research",Licensing and registrations,User charges and fees,Administrative law and regulatory procedures,Land use and conservation,"Parks, recreation areas, trails",Civil actions and liability,"Forests, forestry, trees",Government liability,"Wilderness and natural areas, wildlife refuges, wild rivers, habitats",Outdoor recreation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1232,https://www.congress.gov/bill/117th-congress/senate-bill/1232,117th Congress (2021-2022),"A bill to modify the maximum paycheck protection program loan amount for farmers and ranchers, sole proprietors, independent contractors, and self-employed individuals.",,"Baldwin, Tammy [Sen.-D-WI]",,4/20/21,0,,,Senate - Small Business and Entrepreneurship,Read twice and referred to the Committee on Small Business and Entrepreneurship.,4/20/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commerce,Small business,"Agricultural prices, subsidies, credit",Self-employed,Cardiovascular and respiratory health,Business expenses,Government lending and loan guarantees,Infectious and parasitic diseases,Wages and earnings,Emergency medical services and trauma care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1233,https://www.congress.gov/bill/117th-congress/senate-bill/1233,117th Congress (2021-2022),Small Business Tax Fairness and Compliance Simplification Act,,"Cardin, Benjamin L. [Sen.-D-MD]",,4/20/21,4,,,Senate - Finance,Read twice and referred to the Committee on Finance.,4/20/21,"Ossoff, Jon [Sen.-D-GA]","Portman, Rob [Sen.-R-OH]","Stabenow, Debbie [Sen.-D-MI]","Brown, Sherrod [Sen.-D-OH]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxation,Cosmetics and personal care,Employment and training programs,Wages and earnings,Employment taxes,Business records,Income tax credits,"Tax administration and collection, taxpayers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1234,https://www.congress.gov/bill/117th-congress/senate-bill/1234,117th Congress (2021-2022),Maternal CARE Act,,"Gillibrand, Kirsten E. [Sen.-D-NY]",,4/20/21,0,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",4/20/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Congressional oversight,Government studies and investigations,State and local government operations,Disability and health-based discrimination,Child health,Sex and reproductive health,Education programs funding,Minority health,Health care quality,Health programs administration and funding,Medical education,Employment and training programs,Health personnel,Health promotion and preventive care,Racial and ethnic relations,Alternative treatments,Women's health,Home and outpatient care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1235,https://www.congress.gov/bill/117th-congress/senate-bill/1235,117th Congress (2021-2022),Hate Crimes Commission Act of 2021,,"Gillibrand, Kirsten E. [Sen.-D-NY]",,4/20/21,1,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,4/20/21,"Shaheen, Jeanne [Sen.-D-NH]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crime and Law Enforcement,Government studies and investigations,Law enforcement administration and funding,Community life and organization,Congressional oversight,Criminal justice information and records,Hate crimes,Advisory bodies,Crime prevention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1236,https://www.congress.gov/bill/117th-congress/senate-bill/1236,117th Congress (2021-2022),Rebuilding Stronger Infrastructure Act,,"Baldwin, Tammy [Sen.-D-WI]",,4/20/21,1,,,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,4/20/21,"Braun, Mike [Sen.-R-IN]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation and Public Works,Disaster relief and insurance,Transportation programs funding,State and local government operations,Natural disasters,Roads and highways,Government information and archives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1237,https://www.congress.gov/bill/117th-congress/senate-bill/1237,117th Congress (2021-2022),Jaime’s Law,,"Blumenthal, Richard [Sen.-D-CT]",,4/20/21,1,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,4/20/21,"Murphy, Christopher [Sen.-D-CT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crime and Law Enforcement,Criminal justice information and records,Crime prevention,Retail and wholesale trades,Licensing and registrations,Firearms and explosives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1238,https://www.congress.gov/bill/117th-congress/senate-bill/1238,117th Congress (2021-2022),Access to Contraception for Servicemembers and Dependents Act of 2021,,"Shaheen, Jeanne [Sen.-D-NH]",,4/20/21,37,,,Senate - Armed Services,Read twice and referred to the Committee on Armed Services.,4/20/21,"Peters, Gary C. [Sen.-D-MI]","Leahy, Patrick J. [Sen.-D-VT]","Feinstein, Dianne [Sen.-D-CA]","Murray, Patty [Sen.-D-WA]","Wyden, Ron [Sen.-D-OR]","Collins, Susan M. [Sen.-R-ME]","Durbin, Richard J. [Sen.-D-IL]","Carper, Thomas R. [Sen.-D-DE]","Stabenow, Debbie [Sen.-D-MI]","Menendez, Robert [Sen.-D-NJ]","Brown, Sherrod [Sen.-D-OH]","Cardin, Benjamin L. [Sen.-D-MD]","Klobuchar, Amy [Sen.-D-MN]","Sanders, Bernard [Sen.-I-VT]","Tester, Jon [Sen.-D-MT]","Whitehouse, Sheldon [Sen.-D-RI]","Merkley, Jeff [Sen.-D-OR]","Bennet, Michael F. [Sen.-D-CO]","Gillibrand, Kirsten E. [Sen.-D-NY]","Blumenthal, Richard [Sen.-D-CT]","Baldwin, Tammy [Sen.-D-WI]","Hirono, Mazie K. [Sen.-D-HI]","Kaine, Tim [Sen.-D-VA]","King, Angus S., Jr. [Sen.-I-ME]","Murphy, Christopher [Sen.-D-CT]","Warren, Elizabeth [Sen.-D-MA]","Markey, Edward J. [Sen.-D-MA]","Booker, Cory A. [Sen.-D-NJ]","Cortez Masto, Catherine [Sen.-D-NV]","Duckworth, Tammy [Sen.-D-IL]","Hassan, Margaret Wood [Sen.-D-NH]","Van Hollen, Chris [Sen.-D-MD]","Smith, Tina [Sen.-D-MN]","Rosen, Jacky [Sen.-D-NV]","Sinema, Kyrsten [Sen.-D-AZ]","Kelly, Mark [Sen.-D-AZ]","Casey, Robert P., Jr. [Sen.-D-PA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armed Forces and National Security,Right of privacy,Prescription drugs,Military readiness,Military personnel and dependents,Military medicine,HIV/AIDS,Health promotion and preventive care,Health information and medical records,Health care coverage and access,Health care costs and insurance,Family planning and birth control,Crimes against women,Crime victims,Assault and harassment offenses,"Teaching, teachers, curricula",Sexually transmitted diseases,Sex offenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1239,https://www.congress.gov/bill/117th-congress/senate-bill/1239,117th Congress (2021-2022),A bill to amend the Internal Revenue Code of 1986 to provide an exclusion from gross income for certain waste water management subsidies.,,"Gillibrand, Kirsten E. [Sen.-D-NY]",,4/20/21,0,,,Senate - Finance,Read twice and referred to the Committee on Finance.,4/20/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxation,Solid waste and recycling,Public utilities and utility rates,Residential rehabilitation and home repair,Water use and supply,Income tax exclusion,Water quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1240,https://www.congress.gov/bill/117th-congress/senate-bill/1240,117th Congress (2021-2022),Manufacturing USA Expansion Act of 2021,,"Brown, Sherrod [Sen.-D-OH]",,4/20/21,1,,,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",4/20/21,"Blunt, Roy [Sen.-R-MO]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commerce,Employment and training programs,Foreign and international corporations,Higher education,Industrial policy and productivity,Intellectual property,Labor-management relations,Manufacturing,Minority education,Minority employment,Technology assessment,Technology transfer and commercialization,Department of Commerce,Corporate finance and management,China,Buy American requirements,Asia,Advisory bodies,Advanced technology and technological innovations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1244,https://www.congress.gov/bill/117th-congress/senate-bill/1244,117th Congress (2021-2022),Civilian Climate Corps for Jobs and Justice Act,,"Markey, Edward J. [Sen.-D-MA]",,4/20/21,8,,,Senate - Finance,Read twice and referred to the Committee on Finance.,4/20/21,"Blumenthal, Richard [Sen.-D-CT]","Warren, Elizabeth [Sen.-D-MA]","Sanders, Bernard [Sen.-I-VT]","Merkley, Jeff [Sen.-D-OR]","Gillibrand, Kirsten E. [Sen.-D-NY]","Booker, Cory A. [Sen.-D-NJ]","Padilla, Alex [Sen.-D-CA]","Van Hollen, Chris [Sen.-D-MD]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Labor and Employment,Youth employment and child labor,Agricultural practices and innovations,Air quality,Alternative and renewable resources,Animal protection and human-animal relationships,Building construction,Climate change and greenhouse gases,Community life and organization,Disaster relief and insurance,Economic development,Education programs funding,Emergency planning and evacuation,Employment and training programs,Energy efficiency and conservation,"Environmental assessment, monitoring, research",Environmental health,Federal-Indian relations,"Food supply, safety, and labeling","Forests, forestry, trees",Hazardous wastes and toxic substances,Higher education,Housing supply and affordability,"Hybrid, electric, and advanced technology vehicles",Indian social and development programs,Labor standards,Labor-management relations,Minority education,Minority health,National and community service,"Parks, recreation areas, trails",Poverty and welfare assistance,Public contracts and procurement,Public transit,Residential rehabilitation and home repair,Small business,"Social work, volunteer service, charitable organizations",Solid waste and recycling,Unemployment,Wages and earnings,Water quality,Water use and supply,Wildlife conservation and habitat protection,Agricultural conservation and pollution,Income tax exclusion,"Alternative dispute resolution, mediation, arbitration",Advisory bodies,Vocational and technical education,Student aid and college costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1246,https://www.congress.gov/bill/117th-congress/senate-bill/1246,117th Congress (2021-2022),Pacific Northwest Pumped Storage Hydropower Development Act of 2021,,"Cantwell, Maria [Sen.-D-WA]",,4/20/21,0,,,Senate - Energy and Natural Resources,Read twice and referred to the Committee on Energy and Natural Resources.,4/20/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Resources Development,Indian lands and resources rights,Water storage,Alternative and renewable resources,Electric power generation and transmission,Washington State,Water use and supply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1248,https://www.congress.gov/bill/117th-congress/senate-bill/1248,117th Congress (2021-2022),Outdoor Restoration Partnership Act of 2021,,"Bennet, Michael F. [Sen.-D-CO]",,4/20/21,2,,,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",4/20/21,"Lujan, Ben Ray [Sen.-D-NM]","Wyden, Ron [Sen.-D-OR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Lands and Natural Resources,Employment and training programs,"Environmental assessment, monitoring, research",Fires,"Forests, forestry, trees",Government trust funds,Indian lands and resources rights,Land use and conservation,Oil and gas,Outdoor recreation,Watersheds,Wildlife conservation and habitat protection,Employee hiring,Advisory bodies,Ecology,Economic development,Alternative and renewable resources,Appropriations,Coal,Congressional oversight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1249,https://www.congress.gov/bill/117th-congress/senate-bill/1249,117th Congress (2021-2022),"PPP Flexibility for Farmers, Ranchers, and the Self-Employed Act",,"Cardin, Benjamin L. [Sen.-D-MD]",,4/20/21,9,,,Senate - Small Business and Entrepreneurship,Read twice and referred to the Committee on Small Business and Entrepreneurship.,4/20/21,"Ernst, Joni [Sen.-R-IA]","Collins, Susan M. [Sen.-R-ME]","Portman, Rob [Sen.-R-OH]","Baldwin, Tammy [Sen.-D-WI]","King, Angus S., Jr. [Sen.-I-ME]","Lankford, James [Sen.-R-OK]","Marshall, Roger [Sen.-R-KS]","Klobuchar, Amy [Sen.-D-MN]","Cramer, Kevin [Sen.-R-ND]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agricultural prices, subsidies, credit",Commerce,Government lending and loan guarantees,Emergency medical services and trauma care,Business expenses,"Migrant, seasonal, agricultural labor",Infectious and parasitic diseases,Wages and earnings,Cardiovascular and respiratory health,Small business,Travel and tourism,Food industry and services,Self-employed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1255,https://www.congress.gov/bill/117th-congress/senate-bill/1255,117th Congress (2021-2022),Minority Business Resiliency Act of 2021,,"Cardin, Benjamin L. [Sen.-D-MD]",,4/20/21,21,,,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",4/20/21,"Merkley, Jeff [Sen.-D-OR]","Feinstein, Dianne [Sen.-D-CA]","Wyden, Ron [Sen.-D-OR]","Durbin, Richard J. [Sen.-D-IL]","Schumer, Charles E. [Sen.-D-NY]","Cantwell, Maria [Sen.-D-WA]","Blumenthal, Richard [Sen.-D-CT]","Booker, Cory A. [Sen.-D-NJ]","Cortez Masto, Catherine [Sen.-D-NV]","Van Hollen, Chris [Sen.-D-MD]","Smith, Tina [Sen.-D-MN]","Rosen, Jacky [Sen.-D-NV]","Sinema, Kyrsten [Sen.-D-AZ]","Lujan, Ben Ray [Sen.-D-NM]","Padilla, Alex [Sen.-D-CA]","Warnock, Raphael G. [Sen.-D-GA]","Menendez, Robert [Sen.-D-NJ]","Sanders, Bernard [Sen.-I-VT]","Coons, Christopher A. [Sen.-D-DE]","Duckworth, Tammy [Sen.-D-IL]","Baldwin, Tammy [Sen.-D-WI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commerce,"Social work, volunteer service, charitable organizations",Small business,Employee hiring,Internet and video services,Rural conditions and development,Manufacturing,Tax-exempt organizations,Business investment and capital,Economic performance and conditions,Higher education,Department of Commerce,Education programs funding,Government information and archives,Minority and disadvantaged businesses,Accounting and auditing,Congressional oversight,Public-private cooperation,Public contracts and procurement,Community life and organization,Marketing and advertising,Federal officials,User charges and fees,"Teaching, teachers, curricula",Government studies and investigations,Executive agency funding and structure,Business education,"Competitiveness, trade promotion, trade deficits","Internet, web applications, social media",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1256,https://www.congress.gov/bill/117th-congress/senate-bill/1256,117th Congress (2021-2022),Providing Real Opportunities for Growth to Rising Entrepreneurs for Sustained Success (PROGRESS) Act,,"Wyden, Ron [Sen.-D-OR]",,4/20/21,3,,,Senate - Finance,Read twice and referred to the Committee on Finance.,4/20/21,"Cardin, Benjamin L. [Sen.-D-MD]","Cortez Masto, Catherine [Sen.-D-NV]","Hassan, Margaret Wood [Sen.-D-NH]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxation,Business investment and capital,Business records,Employment taxes,Income tax credits,Financial services and investments,Wages and earnings,"Interest, dividends, interest rates",Administrative law and regulatory procedures,Department of the Treasury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1257,https://www.congress.gov/bill/117th-congress/senate-bill/1257,117th Congress (2021-2022),AI Scholarship-for-Service Act,,"Peters, Gary C. [Sen.-D-MI]",,4/20/21,1,,,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",4/20/21,"Thune, John [Sen.-R-SD]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education,Employment and training programs,Science and engineering education,Research administration and funding,Temporary and part-time employment,Advanced technology and technological innovations,Higher education,Education programs funding,Employee hiring,"Government employee pay, benefits, personnel management",Government information and archives,Student aid and college costs,Government lending and loan guarantees,Performance measurement,Computers and information technology,Congressional oversight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1258,https://www.congress.gov/bill/117th-congress/senate-bill/1258,117th Congress (2021-2022),"A bill to extend the authorization of each of the National Coal Heritage Area and the Wheeling National Heritage Area in the State of West Virginia, and for other purposes.",,"Manchin, Joe, III [Sen.-D-WV]",,4/20/21,1,,,Senate - Energy and Natural Resources,Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held.,10/6/21,"Capito, Shelley Moore [Sen.-R-WV]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Lands and Natural Resources,Coal,Washington State,Pennsylvania,"Navigation, waterways, harbors",Arizona,California,West Virginia,"Forests, forestry, trees",Historic sites and heritage areas,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1259,https://www.congress.gov/bill/117th-congress/senate-bill/1259,117th Congress (2021-2022),Safe Cribs Act,,"Duckworth, Tammy [Sen.-D-IL]",,4/20/21,3,,,"Senate - Commerce, Science, and Transportation",Held at the desk.,3/24/22,"Brown, Sherrod [Sen.-D-OH]","Blumenthal, Richard [Sen.-D-CT]","Portman, Rob [Sen.-R-OH]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commerce,Product safety and quality,Child safety and welfare,Trade restrictions,Consumer affairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
